student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,math_score_outlier,math_score_capped
1946,14,female,private,phd,3.9,78.9,no,30-60 min,no,group study,52.4,65.0,52.3,54.4,e,False,52.4
1947,14,other,private,no formal,4.3,85.2,yes,<15 min,yes,notes,70.0,52.5,65.8,66.1,d,False,70.0
1948,19,male,public,phd,4.1,69.3,yes,>60 min,yes,textbook,53.8,48.7,49.9,53.5,e,False,53.8
1949,14,male,public,high school,5.3,64.4,yes,30-60 min,yes,online videos,71.1,73.6,92.0,76.4,c,False,71.1
1950,15,male,private,no formal,7.7,90.3,yes,30-60 min,no,mixed,100.0,85.9,96.6,100.0,a,False,100.0
1951,19,female,public,phd,1.8,93.3,yes,15-30 min,no,textbook,46.3,57.3,38.3,46.4,e,False,46.3
1952,17,male,private,high school,3.2,69.2,yes,15-30 min,yes,mixed,50.3,47.8,61.7,54.5,e,False,50.3
1953,14,female,public,graduate,1.1,87.4,no,30-60 min,yes,mixed,35.9,29.6,30.2,39.8,f,False,35.9
1954,16,other,public,no formal,2.0,93.5,yes,<15 min,no,textbook,68.3,74.9,45.8,59.9,d,False,68.3
1955,19,female,public,no formal,7.9,69.0,yes,<15 min,yes,mixed,100.0,100.0,97.0,100.0,a,False,100.0
1956,16,female,private,high school,0.8,58.0,yes,>60 min,yes,coaching,19.0,25.2,30.3,32.4,f,False,19.0
1957,17,male,public,graduate,2.1,68.4,yes,15-30 min,no,textbook,37.3,36.2,51.2,37.7,f,False,37.3
1958,17,male,public,high school,3.7,53.1,yes,>60 min,no,mixed,59.8,45.6,32.1,44.4,e,False,59.8
1959,17,other,private,high school,2.7,51.8,yes,30-60 min,no,online videos,37.2,44.5,41.5,43.6,e,False,37.2
1960,15,other,private,phd,4.6,91.2,yes,<15 min,no,online videos,78.1,80.2,71.6,76.6,c,False,78.1
1961,19,male,private,high school,7.9,92.6,yes,30-60 min,no,group study,90.6,100.0,87.8,100.0,a,False,90.6
1962,19,male,public,no formal,5.8,82.4,yes,30-60 min,yes,textbook,71.4,92.1,66.5,75.3,c,False,71.4
1963,14,other,private,no formal,3.5,92.8,yes,>60 min,no,textbook,58.0,63.6,64.8,59.8,d,False,58.0
1964,18,male,public,phd,5.6,96.8,yes,<15 min,no,mixed,92.4,90.3,100.0,86.3,b,False,92.4
1965,18,female,public,diploma,7.0,84.3,no,30-60 min,no,notes,86.6,80.8,98.8,91.8,b,False,86.6
1966,18,other,private,phd,2.2,95.6,yes,30-60 min,no,online videos,72.4,56.8,71.1,57.0,d,False,72.4
1967,16,other,public,post graduate,5.9,96.0,yes,<15 min,yes,group study,79.7,75.0,60.6,89.7,b,False,79.7
1968,16,female,public,high school,5.1,63.7,yes,<15 min,no,online videos,70.2,74.2,64.8,67.1,d,False,70.2
1969,19,female,private,post graduate,6.0,97.5,yes,>60 min,yes,textbook,62.8,79.9,76.8,77.7,c,False,62.8
1970,14,other,public,diploma,1.1,99.2,no,>60 min,yes,mixed,45.4,45.7,54.6,44.0,e,False,45.4
1971,18,other,private,graduate,6.0,64.0,yes,<15 min,yes,group study,92.2,90.5,100.0,81.4,c,False,92.2
1972,19,other,public,graduate,6.4,81.4,yes,30-60 min,no,mixed,90.8,99.6,91.7,87.4,b,False,90.8
1973,18,female,private,post graduate,5.7,61.0,yes,30-60 min,no,mixed,62.1,57.3,71.6,74.1,c,False,62.1
1974,16,other,private,high school,2.0,69.7,yes,30-60 min,no,coaching,64.0,38.7,37.4,43.7,e,False,64.0
1975,17,other,public,no formal,1.7,81.2,yes,30-60 min,no,notes,55.3,45.7,42.7,44.8,e,False,55.3
1976,14,male,private,post graduate,6.0,51.9,yes,<15 min,yes,online videos,71.6,63.5,61.3,74.9,c,False,71.6
1977,19,male,private,phd,5.4,82.3,yes,<15 min,no,online videos,85.9,89.5,70.3,84.8,c,False,85.9
1978,16,other,public,graduate,7.9,74.3,yes,<15 min,yes,online videos,87.4,91.9,88.4,85.7,b,False,87.4
1979,14,male,private,no formal,3.9,56.2,no,15-30 min,yes,mixed,30.9,42.5,43.7,46.4,e,False,30.9
1980,18,other,public,no formal,2.2,84.2,yes,30-60 min,no,notes,35.0,48.9,36.8,42.3,e,False,35.0
1981,17,female,private,graduate,6.3,97.1,yes,15-30 min,no,notes,83.5,83.1,95.8,83.3,c,False,83.5
1982,17,male,public,phd,6.1,50.1,yes,<15 min,no,group study,89.1,64.7,100.0,75.1,c,False,89.1
1983,14,female,private,graduate,4.4,71.9,yes,>60 min,no,group study,58.5,63.5,60.0,65.1,d,False,58.5
1984,18,other,private,high school,6.1,56.3,yes,15-30 min,yes,group study,67.8,54.0,60.3,69.8,d,False,67.8
1985,17,other,public,graduate,2.8,60.4,yes,15-30 min,yes,mixed,55.8,46.3,58.8,46.5,e,False,55.8
1986,18,female,public,no formal,2.1,74.6,yes,>60 min,no,group study,60.8,60.6,43.0,54.1,e,False,60.8
1987,18,male,public,diploma,1.4,64.6,yes,30-60 min,yes,notes,57.5,49.8,33.9,43.4,e,False,57.5
1988,15,other,private,phd,2.7,82.5,yes,15-30 min,yes,coaching,67.4,57.5,65.7,60.0,d,False,67.4
1989,15,other,private,graduate,5.4,63.2,yes,<15 min,yes,coaching,65.7,59.6,69.2,62.4,d,False,65.7
1990,19,female,public,no formal,2.4,88.8,yes,15-30 min,no,textbook,61.5,66.8,57.7,58.1,d,False,61.5
1991,17,female,private,high school,7.1,59.2,no,>60 min,no,textbook,90.0,70.3,76.2,76.9,c,False,90.0
1992,16,female,private,no formal,2.4,95.4,yes,>60 min,yes,notes,50.5,47.2,75.1,56.8,d,False,50.5
1993,15,male,private,diploma,5.6,70.0,yes,15-30 min,no,mixed,73.3,81.9,63.6,65.7,d,False,73.3
1994,17,male,private,high school,4.5,52.8,yes,30-60 min,yes,notes,52.6,50.4,69.2,56.9,d,False,52.6
1995,18,male,private,phd,2.1,55.0,yes,<15 min,yes,notes,44.0,35.8,51.3,47.6,e,False,44.0
1996,14,other,public,high school,4.7,76.6,yes,15-30 min,yes,online videos,74.0,75.8,87.7,71.7,c,False,74.0
1997,17,male,public,no formal,7.7,95.6,yes,30-60 min,yes,group study,90.5,80.3,81.3,90.4,b,False,90.5
1998,19,female,private,diploma,7.6,75.8,yes,>60 min,yes,online videos,92.5,100.0,96.6,98.1,a,False,92.5
1999,15,female,private,post graduate,2.7,72.5,yes,15-30 min,no,online videos,52.4,49.1,46.4,53.9,e,False,52.4
2000,15,male,public,post graduate,4.5,88.6,yes,<15 min,no,mixed,69.6,66.0,58.7,70.0,c,False,69.6
2001,19,other,private,phd,1.6,61.3,yes,15-30 min,yes,notes,41.6,40.6,51.1,36.0,f,False,41.6
2002,14,male,private,diploma,4.0,83.8,no,<15 min,no,notes,71.0,87.2,71.0,70.9,c,False,71.0
2003,16,other,private,graduate,2.9,60.9,yes,15-30 min,no,online videos,47.1,46.2,33.2,42.9,e,False,47.1
2004,16,other,public,graduate,7.5,92.3,yes,15-30 min,yes,group study,98.4,97.6,92.9,94.7,b,False,98.4
2005,18,other,private,no formal,5.2,94.1,yes,>60 min,no,textbook,79.1,84.6,66.6,84.8,c,False,79.1
2006,14,male,public,no formal,1.9,59.7,yes,15-30 min,no,mixed,50.3,66.0,45.3,46.7,e,False,50.3
2007,16,other,private,post graduate,7.9,57.2,yes,30-60 min,no,group study,68.2,98.1,99.9,92.9,b,False,68.2
2008,14,female,public,diploma,5.7,86.2,yes,>60 min,no,online videos,100.0,71.9,97.7,81.9,c,False,100.0
2009,18,female,private,post graduate,1.5,82.6,no,<15 min,yes,notes,73.8,40.1,22.9,52.0,e,False,73.8
2010,17,other,public,phd,6.5,81.1,yes,>60 min,yes,group study,90.7,94.0,82.7,88.7,b,False,90.7
2011,16,female,private,high school,4.7,75.5,no,30-60 min,yes,mixed,68.2,78.0,79.6,74.4,c,False,68.2
2012,16,male,private,post graduate,3.5,56.5,yes,<15 min,yes,textbook,51.0,43.5,50.5,46.1,e,False,51.0
2013,14,male,private,high school,2.0,86.0,yes,<15 min,no,notes,28.6,27.2,35.4,41.7,e,False,28.6
2014,19,female,private,post graduate,2.6,58.1,yes,>60 min,yes,mixed,67.1,56.5,54.6,53.4,e,False,67.1
2015,17,female,public,no formal,1.8,77.1,yes,15-30 min,yes,coaching,55.2,43.7,45.9,49.9,e,False,55.2
2016,15,male,public,high school,6.5,67.3,yes,>60 min,yes,mixed,79.2,77.8,86.6,86.2,b,False,79.2
2017,16,male,private,diploma,2.5,66.6,yes,<15 min,no,online videos,37.7,59.8,63.5,49.5,e,False,37.7
2018,18,other,private,diploma,4.0,91.6,no,<15 min,yes,textbook,41.9,62.3,74.7,65.9,d,False,41.9
2019,18,female,private,no formal,7.8,72.8,yes,>60 min,yes,notes,95.7,84.1,80.2,91.2,b,False,95.7
2020,16,other,private,phd,8.0,74.7,yes,15-30 min,no,notes,82.2,97.0,88.7,97.9,a,False,82.2
2021,15,male,private,no formal,6.4,94.8,yes,<15 min,yes,online videos,87.6,89.1,98.1,91.5,b,False,87.6
2022,17,male,public,phd,6.5,77.9,yes,15-30 min,no,notes,73.3,80.0,59.4,73.7,c,False,73.3
2023,17,male,public,high school,7.6,90.1,yes,15-30 min,yes,notes,94.7,98.6,100.0,100.0,a,False,94.7
2024,17,female,public,post graduate,6.5,93.1,no,<15 min,no,group study,74.1,84.5,95.1,87.8,b,False,74.1
2025,14,other,private,post graduate,3.9,84.8,yes,30-60 min,yes,textbook,71.6,84.4,66.0,71.2,c,False,71.6
2026,16,female,private,diploma,1.0,57.2,yes,15-30 min,no,mixed,38.0,42.3,36.7,37.7,f,False,38.0
2027,17,male,public,graduate,2.1,56.0,yes,15-30 min,no,group study,41.3,50.9,51.8,42.6,e,False,41.3
2028,19,other,public,no formal,3.8,71.7,yes,<15 min,no,coaching,74.2,65.2,82.5,57.0,d,False,74.2
2029,17,female,public,phd,2.5,53.2,yes,>60 min,no,notes,65.8,43.3,53.3,46.8,e,False,65.8
2030,16,female,private,no formal,3.0,65.0,yes,30-60 min,no,mixed,57.2,58.2,60.5,58.9,d,False,57.2
2031,17,male,private,graduate,0.9,60.4,no,>60 min,no,online videos,33.9,25.8,12.6,25.4,f,False,33.9
2032,15,female,public,no formal,4.6,51.9,yes,15-30 min,yes,textbook,59.4,81.5,42.7,64.0,d,False,59.4
2033,14,female,private,post graduate,3.1,70.0,no,<15 min,no,group study,28.8,26.2,40.0,43.7,e,False,28.8
2034,18,other,public,diploma,2.4,62.5,yes,15-30 min,yes,textbook,42.9,37.6,49.6,39.1,f,False,42.9
2035,19,male,private,diploma,5.1,55.1,yes,15-30 min,yes,coaching,56.8,72.3,74.8,70.8,c,False,56.8
2036,19,male,private,no formal,2.6,86.5,yes,15-30 min,yes,group study,57.6,33.6,54.6,46.7,e,False,57.6
2037,17,other,private,high school,4.1,95.6,yes,15-30 min,yes,notes,62.5,45.5,66.2,63.0,d,False,62.5
2038,14,female,private,diploma,2.3,81.0,no,30-60 min,no,textbook,42.2,39.3,50.8,45.3,e,False,42.2
2039,19,male,public,post graduate,5.6,96.5,yes,>60 min,no,coaching,74.4,87.6,81.4,84.4,c,False,74.4
2040,16,male,private,graduate,6.9,58.3,yes,<15 min,yes,coaching,79.5,87.1,88.9,79.7,c,False,79.5
2041,15,female,private,high school,1.1,88.4,yes,>60 min,no,textbook,39.4,55.5,54.6,43.3,e,False,39.4
2042,19,female,public,graduate,6.6,70.4,yes,<15 min,no,notes,73.9,93.3,93.3,89.8,b,False,73.9
2043,18,male,private,high school,6.9,74.5,yes,30-60 min,no,group study,74.1,71.5,77.5,76.4,c,False,74.1
2044,18,female,private,graduate,7.7,83.2,yes,30-60 min,yes,mixed,99.9,99.9,79.3,100.0,a,False,99.9
2045,15,other,public,graduate,6.7,89.2,yes,>60 min,yes,mixed,84.4,74.6,78.6,79.7,c,False,84.4
2046,19,other,private,high school,4.6,53.0,yes,15-30 min,yes,textbook,43.9,52.7,48.0,49.2,e,False,43.9
2047,16,female,public,high school,1.0,69.4,yes,30-60 min,yes,mixed,26.3,23.7,29.5,27.4,f,False,26.3
2048,17,female,private,graduate,1.1,88.2,yes,<15 min,no,group study,45.9,49.0,64.9,50.4,e,False,45.9
2049,18,female,private,graduate,2.0,76.7,yes,15-30 min,no,mixed,42.8,53.4,46.6,47.5,e,False,42.8
2050,17,male,private,phd,3.9,67.1,yes,15-30 min,yes,group study,55.5,51.2,86.8,59.3,d,False,55.5
2051,15,male,private,diploma,7.7,52.0,yes,>60 min,no,notes,84.5,92.4,81.9,82.0,c,False,84.5
2052,15,other,private,diploma,1.8,50.4,yes,>60 min,no,mixed,31.7,22.8,43.6,35.2,f,False,31.7
2053,16,male,public,diploma,4.5,71.3,yes,>60 min,no,textbook,53.3,59.1,56.5,56.5,d,False,53.3
2054,19,other,private,phd,8.0,74.2,yes,30-60 min,no,group study,100.0,91.9,85.2,100.0,a,False,100.0
2055,18,male,public,high school,0.6,61.5,yes,<15 min,yes,textbook,31.4,43.4,31.6,31.0,f,False,31.4
2056,16,other,private,diploma,0.9,90.0,no,30-60 min,no,textbook,50.4,39.8,33.8,41.7,e,False,50.4
2057,18,other,private,diploma,2.5,86.2,yes,<15 min,yes,mixed,38.4,54.5,65.2,54.1,e,False,38.4
2058,18,other,private,graduate,2.2,59.4,yes,>60 min,no,online videos,67.2,48.8,48.9,51.0,e,False,67.2
2059,16,other,public,post graduate,4.2,59.4,yes,15-30 min,no,coaching,64.6,65.5,51.1,61.5,d,False,64.6
2060,16,male,public,diploma,3.7,93.2,yes,30-60 min,yes,textbook,70.4,70.0,82.9,71.8,c,False,70.4
2061,19,female,public,high school,4.9,96.0,no,30-60 min,yes,mixed,92.5,69.9,93.3,85.0,b,False,92.5
2062,17,female,private,post graduate,1.6,99.2,yes,15-30 min,yes,online videos,77.2,58.7,77.2,61.2,d,False,77.2
2063,14,female,public,high school,5.6,84.3,yes,30-60 min,no,notes,63.4,81.2,81.0,72.0,c,False,63.4
2064,18,male,private,phd,2.1,96.4,yes,>60 min,yes,online videos,43.6,64.2,66.9,63.4,d,False,43.6
2065,17,other,private,graduate,3.9,57.4,yes,30-60 min,yes,group study,64.2,43.5,64.7,62.0,d,False,64.2
2066,17,male,public,diploma,0.8,57.8,yes,15-30 min,no,notes,21.4,38.5,41.8,37.2,f,False,21.4
2067,18,other,private,high school,6.5,52.1,yes,<15 min,no,textbook,64.3,74.3,57.6,74.4,c,False,64.3
2068,19,other,public,post graduate,5.2,76.9,no,15-30 min,no,notes,85.6,71.3,54.5,65.0,d,False,85.6
2069,15,male,public,graduate,2.1,61.1,yes,30-60 min,yes,textbook,33.6,53.2,43.4,44.7,e,False,33.6
2070,16,other,public,phd,5.0,78.4,no,15-30 min,no,mixed,63.1,68.6,74.5,76.4,c,False,63.1
2071,15,female,private,post graduate,3.8,50.4,yes,>60 min,yes,textbook,48.5,39.2,30.5,41.5,e,False,48.5
2072,17,male,private,post graduate,6.7,76.4,yes,15-30 min,no,mixed,98.4,81.9,62.4,90.9,b,False,98.4
2073,16,other,private,no formal,7.9,94.4,no,<15 min,no,mixed,100.0,98.8,100.0,100.0,a,False,100.0
2074,16,male,public,no formal,1.4,86.3,no,>60 min,no,mixed,23.8,33.7,36.0,38.5,f,False,23.8
2075,18,male,public,graduate,4.2,68.4,yes,30-60 min,yes,coaching,54.0,55.2,45.7,57.2,d,False,54.0
2076,16,other,public,no formal,2.4,53.4,yes,<15 min,yes,textbook,50.6,40.1,33.9,44.0,e,False,50.6
2077,16,other,private,phd,6.1,62.3,yes,30-60 min,yes,textbook,59.4,69.4,58.3,63.8,d,False,59.4
2078,16,male,private,phd,0.8,75.2,yes,30-60 min,no,group study,53.7,57.9,22.9,40.0,e,False,53.7
2079,15,male,public,graduate,4.6,62.9,yes,15-30 min,no,mixed,56.7,58.2,84.1,61.4,d,False,56.7
2080,14,male,public,post graduate,6.9,88.8,yes,30-60 min,yes,mixed,91.9,100.0,95.8,95.1,a,False,91.9
2081,18,male,public,diploma,3.4,96.8,yes,30-60 min,yes,textbook,71.0,68.9,65.8,74.5,c,False,71.0
2082,14,male,private,phd,6.8,58.8,yes,>60 min,yes,mixed,98.6,52.9,100.0,87.0,b,False,98.6
2083,15,female,private,no formal,1.6,50.3,no,<15 min,yes,mixed,39.3,37.2,36.6,35.5,f,False,39.3
2084,18,male,public,high school,7.4,54.2,yes,15-30 min,yes,group study,86.8,92.4,76.6,90.6,b,False,86.8
2085,14,male,private,post graduate,6.4,90.1,no,15-30 min,yes,coaching,75.7,100.0,67.7,83.8,c,False,75.7
2086,17,male,public,post graduate,3.4,52.7,no,15-30 min,no,online videos,58.2,62.7,69.5,57.0,d,False,58.2
2087,18,other,public,high school,1.5,87.3,yes,30-60 min,yes,mixed,49.8,42.4,41.6,46.0,e,False,49.8
2088,17,other,public,post graduate,4.4,70.3,yes,30-60 min,no,textbook,73.3,53.5,57.9,70.9,c,False,73.3
2089,15,other,public,diploma,5.5,71.3,no,>60 min,no,mixed,75.5,78.0,65.9,75.4,c,False,75.5
2090,14,female,private,phd,1.5,86.5,yes,<15 min,no,online videos,55.0,61.1,40.6,52.0,e,False,55.0
2091,19,female,private,high school,7.5,66.0,yes,15-30 min,yes,textbook,82.9,100.0,98.2,89.3,b,False,82.9
2092,15,female,private,post graduate,6.2,90.5,yes,15-30 min,no,textbook,95.4,94.7,91.8,93.7,b,False,95.4
2093,18,other,private,high school,7.6,54.7,yes,30-60 min,yes,textbook,88.8,97.9,87.2,90.2,b,False,88.8
2094,15,other,public,no formal,2.7,85.9,no,<15 min,no,mixed,38.9,49.9,58.9,49.3,e,False,38.9
2095,14,other,public,post graduate,3.8,95.2,yes,<15 min,no,textbook,69.4,75.6,60.1,69.0,d,False,69.4
2096,18,female,public,post graduate,2.3,58.2,yes,<15 min,yes,mixed,41.4,44.3,40.3,41.2,e,False,41.4
2097,19,other,public,high school,2.6,77.7,no,<15 min,yes,notes,33.4,33.1,57.9,46.2,e,False,33.4
2098,19,other,private,graduate,1.6,82.0,yes,15-30 min,no,notes,49.6,40.8,36.6,40.4,e,False,49.6
2099,18,other,private,phd,1.4,56.6,yes,15-30 min,yes,textbook,39.1,41.0,33.7,43.6,e,False,39.1
2100,15,female,private,diploma,5.5,77.2,yes,>60 min,yes,coaching,81.7,83.0,66.0,81.3,c,False,81.7
2101,19,female,public,graduate,1.7,62.6,yes,<15 min,yes,online videos,29.0,45.1,32.9,36.5,f,False,29.0
2102,18,female,private,high school,1.5,87.7,yes,15-30 min,no,notes,39.5,49.2,54.9,41.2,e,False,39.5
2103,15,female,public,graduate,4.5,78.4,no,<15 min,yes,mixed,85.6,60.2,50.2,64.2,d,False,85.6
2104,14,female,public,phd,5.8,70.5,yes,30-60 min,yes,group study,75.8,72.8,70.2,71.0,c,False,75.8
2105,19,male,private,graduate,6.3,87.1,no,30-60 min,no,online videos,89.8,85.3,70.6,92.2,b,False,89.8
2106,15,other,private,no formal,4.9,86.6,yes,15-30 min,no,online videos,58.4,58.1,76.6,70.2,c,False,58.4
2107,18,female,private,post graduate,2.0,60.5,yes,<15 min,yes,group study,38.3,35.8,33.5,42.0,e,False,38.3
2108,14,other,private,diploma,4.8,51.3,yes,15-30 min,yes,mixed,62.0,64.5,74.4,66.8,d,False,62.0
2109,15,male,private,no formal,5.2,62.4,yes,>60 min,no,group study,72.9,73.0,74.5,69.0,d,False,72.9
2110,15,other,public,graduate,2.4,94.1,no,30-60 min,no,online videos,59.3,94.5,58.6,66.0,d,False,59.3
2111,15,other,private,high school,1.6,69.8,yes,30-60 min,yes,coaching,38.8,35.5,24.6,31.4,f,False,38.8
2112,18,male,private,phd,7.4,60.1,no,>60 min,yes,textbook,90.2,81.3,94.8,92.4,b,False,90.2
2113,19,female,public,phd,1.2,68.4,yes,<15 min,no,notes,31.6,47.9,39.0,46.0,e,False,31.6
2114,19,other,private,post graduate,2.6,69.2,no,30-60 min,yes,textbook,59.3,46.8,46.5,48.7,e,False,59.3
2115,18,other,public,graduate,2.2,72.7,no,15-30 min,yes,coaching,50.3,66.7,76.6,54.2,e,False,50.3
2116,15,other,private,high school,7.2,72.5,no,>60 min,yes,online videos,87.3,89.2,82.9,95.2,a,False,87.3
2117,19,female,private,no formal,4.3,64.9,yes,>60 min,no,coaching,68.4,72.5,90.4,68.9,d,False,68.4
2118,17,male,private,no formal,7.7,65.0,yes,15-30 min,yes,coaching,95.0,100.0,100.0,91.2,b,False,95.0
2119,17,other,private,diploma,6.7,90.0,yes,>60 min,yes,textbook,92.5,97.1,94.6,97.8,a,False,92.5
2120,18,other,public,high school,6.2,83.2,yes,15-30 min,no,textbook,83.0,70.4,69.9,76.7,c,False,83.0
2121,18,other,private,phd,1.8,84.0,yes,15-30 min,yes,textbook,39.8,58.0,43.0,49.0,e,False,39.8
2122,19,male,private,high school,3.1,59.5,yes,<15 min,no,group study,68.3,54.5,79.4,56.8,d,False,68.3
2123,17,female,private,high school,6.7,99.6,yes,15-30 min,no,group study,83.9,100.0,91.3,100.0,a,False,83.9
2124,17,male,public,post graduate,7.9,54.3,yes,30-60 min,yes,online videos,86.8,91.0,81.4,92.2,b,False,86.8
2125,18,other,private,phd,7.1,84.1,yes,30-60 min,yes,notes,91.7,80.0,76.0,81.2,c,False,91.7
2126,15,other,private,diploma,7.6,87.2,yes,30-60 min,yes,group study,94.3,100.0,89.8,100.0,a,False,94.3
2127,15,male,public,no formal,5.3,63.4,yes,30-60 min,no,online videos,69.5,75.8,72.7,73.5,c,False,69.5
2128,17,male,public,no formal,4.1,53.9,yes,30-60 min,yes,notes,48.1,52.1,60.9,63.6,d,False,48.1
2129,14,female,private,graduate,4.4,86.9,no,15-30 min,no,mixed,83.9,68.1,67.7,74.4,c,False,83.9
2130,15,female,public,phd,3.9,78.3,yes,>60 min,no,online videos,54.3,49.1,49.5,55.1,d,False,54.3
2131,18,female,public,diploma,1.7,98.3,yes,15-30 min,no,online videos,66.5,45.9,59.7,59.3,d,False,66.5
2132,19,female,private,no formal,2.8,86.4,yes,<15 min,no,mixed,60.7,49.5,68.9,57.3,d,False,60.7
2133,17,other,public,diploma,1.2,96.5,yes,15-30 min,no,coaching,27.0,46.9,33.6,44.6,e,False,27.0
2134,16,other,public,no formal,1.2,81.7,yes,30-60 min,no,online videos,14.7,39.8,43.3,33.2,f,False,14.7
2135,16,other,public,diploma,2.8,74.9,yes,30-60 min,no,group study,40.2,45.1,59.3,46.3,e,False,40.2
2136,18,female,private,diploma,5.5,97.2,yes,15-30 min,yes,mixed,94.1,85.0,82.6,76.3,c,False,94.1
2137,17,other,public,post graduate,5.1,90.9,yes,>60 min,yes,online videos,64.2,59.1,83.3,67.4,d,False,64.2
2138,14,other,public,no formal,4.7,51.8,yes,15-30 min,yes,notes,75.2,76.6,69.4,58.1,d,False,75.2
2139,17,male,public,diploma,6.1,79.2,yes,<15 min,yes,online videos,60.3,87.2,59.8,74.3,c,False,60.3
2140,16,other,public,high school,3.7,57.5,yes,15-30 min,yes,online videos,55.7,56.9,31.6,49.6,e,False,55.7
2141,18,female,private,diploma,3.8,97.4,yes,15-30 min,no,textbook,80.5,77.6,62.8,74.0,c,False,80.5
2142,19,female,public,phd,4.4,83.8,yes,30-60 min,no,group study,48.9,45.2,67.4,62.2,d,False,48.9
2143,19,other,private,post graduate,1.0,72.6,yes,30-60 min,yes,coaching,14.3,47.7,32.7,33.1,f,False,14.3
2144,17,other,public,phd,4.9,98.0,yes,>60 min,no,online videos,89.1,67.3,75.8,74.7,c,False,89.1
2145,16,other,public,no formal,6.1,66.8,yes,>60 min,no,textbook,68.7,76.5,85.3,77.9,c,False,68.7
2146,16,other,public,post graduate,2.5,72.2,yes,30-60 min,no,coaching,69.9,53.0,45.8,57.9,d,False,69.9
2147,15,female,public,phd,6.9,70.0,yes,15-30 min,yes,coaching,82.6,88.1,81.1,89.9,b,False,82.6
2148,19,female,public,post graduate,2.5,56.6,yes,30-60 min,yes,group study,46.5,35.9,16.9,36.1,f,False,46.5
2149,19,female,public,post graduate,4.3,57.5,yes,15-30 min,yes,notes,57.5,81.2,77.8,59.2,d,False,57.5
2150,19,other,private,no formal,7.1,79.6,yes,>60 min,no,notes,100.0,90.3,94.9,92.0,b,False,100.0
2151,15,male,private,post graduate,6.0,53.5,yes,30-60 min,yes,textbook,71.9,63.3,73.0,64.8,d,False,71.9
2152,15,female,public,phd,4.8,96.6,yes,30-60 min,no,notes,81.7,72.9,63.6,67.1,d,False,81.7
2153,19,other,public,high school,5.2,66.4,yes,<15 min,yes,online videos,82.8,71.5,78.2,68.9,d,False,82.8
2154,17,male,public,diploma,1.3,66.0,yes,<15 min,yes,group study,51.3,51.2,30.8,44.3,e,False,51.3
2155,18,female,private,diploma,5.7,57.0,yes,15-30 min,no,group study,57.1,75.3,65.1,60.2,d,False,57.1
2156,16,male,public,no formal,5.1,67.5,yes,>60 min,no,coaching,47.0,61.0,62.7,64.7,d,False,47.0
2157,16,male,public,no formal,1.1,84.6,yes,>60 min,yes,textbook,37.7,52.6,42.6,39.4,f,False,37.7
2158,17,female,public,high school,1.4,97.9,yes,<15 min,yes,online videos,49.3,52.1,51.0,51.9,e,False,49.3
2159,18,male,private,no formal,7.8,59.6,yes,<15 min,no,notes,96.8,75.6,85.3,81.5,c,False,96.8
2160,16,male,public,graduate,1.8,58.9,no,<15 min,yes,mixed,57.0,35.5,24.4,43.5,e,False,57.0
2161,18,female,private,no formal,7.2,57.0,yes,<15 min,yes,mixed,80.5,85.1,71.7,79.3,c,False,80.5
2162,15,female,public,no formal,2.6,78.7,no,>60 min,yes,group study,64.3,62.8,65.0,58.6,d,False,64.3
2163,16,male,public,graduate,3.5,55.8,yes,<15 min,yes,textbook,72.5,52.9,72.9,54.7,e,False,72.5
2164,19,female,private,high school,4.7,54.4,yes,<15 min,no,mixed,51.9,63.8,51.0,59.1,d,False,51.9
2165,19,male,public,diploma,5.2,87.2,yes,15-30 min,yes,textbook,80.3,72.6,84.2,77.7,c,False,80.3
2166,19,female,private,diploma,4.2,89.7,yes,>60 min,yes,coaching,63.7,87.7,76.9,71.2,c,False,63.7
2167,15,male,public,diploma,3.1,65.7,yes,>60 min,yes,group study,62.8,48.9,58.0,55.4,d,False,62.8
